path,body,headers,label
/files,<meta http-equiv=refresh content=0;url=javascript:alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.231""}",1
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/download,../../etc/passwd,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.18""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/search, OR 'a'='a,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.63""}",1
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/download,../../etc/passwd,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.241""}",1
/api/v1/search, OR 'a'='a,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.172""}",1
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/echo,<script>alert(1)</script>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.100""}",1
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,admin'--,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.38""}",1
/api/v1/search,"' UNION SELECT username, password FROM users --","{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.38""}",1
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/profile,<body onload=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.170""}",1
/login,1; DROP TABLE users;,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.175""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,1 OR 1=1,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.19""}",1
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,1; DROP TABLE users;,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.53""}",1
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/search,1 OR 1=1,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.23""}",1
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/search,admin'--,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.190""}",1
/api/v1/search,admin'--,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.32""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login, OR 'a'='a,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.98""}",1
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/search,1 OR 1=1,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.165""}",1
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/view,%3Cscript%3Ealert(1)%3C/script%3E,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.162""}",1
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/echo,javascript:alert(1),"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.112""}",1
/login,"' UNION SELECT username, password FROM users --","{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.42""}",1
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,' OR '1'='1' -- ,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.28""}",1
/download,%3Cscript%3Ealert(1)%3C/script%3E,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.163""}",1
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/echo,<svg/onload=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.117""}",1
/search,1; DROP TABLE users;,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.169""}",1
/echo,<img src=x onerror=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.84""}",1
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/comment,<body onload=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.212""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/comment,<body onload=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.132""}",1
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,' OR '1'='1' -- ,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.210""}",1
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/profile,javascript:alert(1),"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.234""}",1
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,"' UNION SELECT username, password FROM users --","{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.120""}",1
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,"' UNION SELECT username, password FROM users --","{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.48""}",1
/login,"' UNION SELECT username, password FROM users --","{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.15""}",1
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,' OR 1=1 --,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.2""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/echo,<svg/onload=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.101""}",1
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/search,' OR 1=1 --,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.121""}",1
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/download,../../etc/passwd,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.37""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,' OR '1'='1' -- ,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.108""}",1
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/files,../../etc/passwd,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.33""}",1
/profile,<iframe src='javascript:alert(1)'></iframe>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.225""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,1; DROP TABLE users;,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.55""}",1
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/echo,<svg/onload=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.30""}",1
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/comment,<iframe src='javascript:alert(1)'></iframe>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.29""}",1
/files,%3Cscript%3Ealert(1)%3C/script%3E,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.81""}",1
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/files,%3Cscript%3Ealert(1)%3C/script%3E,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.240""}",1
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,admin'--,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.216""}",1
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/comment,<body onload=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.240""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/login,1 OR 1=1,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.248""}",1
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,1 OR 1=1,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.149""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/files,<meta http-equiv=refresh content=0;url=javascript:alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.117""}",1
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/search,admin'--,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.215""}",1
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/search,"' UNION SELECT username, password FROM users --","{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.104""}",1
/download,<meta http-equiv=refresh content=0;url=javascript:alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.24""}",1
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/comment,<body onload=alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.212""}",1
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/files,%3Cscript%3Ealert(1)%3C/script%3E,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.191""}",1
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/echo,<script>alert(1)</script>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.112""}",1
/login,username=user&password=pass123,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/files,<meta http-equiv=refresh content=0;url=javascript:alert(1)>,"{""User-Agent"": ""malicious-bot"", ""X-Forwarded-For"": ""192.0.2.4""}",1
/index.html,hello world,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/,,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/api/v1/resource,"{""id"":123}","{""User-Agent"": ""curl/7.68.0"", ""Accept"": ""*/*""}",0
/index.html,hello world,"{""User-Agent"": ""python-requests/2.28"", ""Accept"": ""*/*""}",0
/search,q=test,"{""User-Agent"": ""Mozilla/5.0"", ""Accept"": ""*/*""}",0
